feat1,target
0.00011634755366141114,0.12490728899452826
0.0013469300448532007,-0.032260881350995495
0.013536257154681541,0.13106369900900675
0.01473822086311416,0.15316314060635816
0.01565105191472904,0.2413280498860084
0.01992135219070268,-0.02552811392996593
0.03819922658583108,0.32095074759703857
0.04363269650309087,0.4569017553489468
0.05505799160420821,0.6694758072217253
0.07664032649225327,0.7142154415781643
0.07841590771916818,0.5932931995931406
0.08319942227192012,0.8901312234622549
0.088632851134689,0.8181576908919368
0.09038469079292177,0.7799656920090929
0.09054161580370979,0.8380414548605956
0.0992382112783563,0.9674269315218744
0.09978776658449373,0.9307920693248872
0.10131184027743378,0.7856435226806291
0.11417983454073632,1.2216070319463088
0.11706610730904066,1.2874823252171337
0.12103116776107425,1.263678920709573
0.12156771477386807,1.0899665069955393
0.1374555401134525,1.3371576328677883
0.14315277667059978,1.4113983724985713
0.14693388654953843,1.508161173333831
0.15110684214475034,1.5550055200129445
0.15394891691308477,1.4418626224153734
0.16947664889580993,1.6707001868855196
0.1755236336662891,1.7651350084170263
0.18124041045729733,1.9185569286003614
0.1911609442976403,1.9358292712581229
0.1912896643728701,1.9454784901982913
0.19327630917601035,1.8933709015867577
0.21913328775008956,2.2628984506665746
0.23352096328185912,2.2922111962675387
0.23594964645529126,2.1867852931770964
0.2519341395922936,2.554420384698739
0.2544775990575088,2.5061160047154574
0.27536719869465487,2.572261496410993
0.2916976364526447,2.7063546609266727
0.3095579091934353,2.931234140235983
0.3601881829142639,3.344656375774791
0.3672136250082114,3.3705400371568723
0.3757109039890738,3.4445228261689183
0.3892996332566745,3.6814103834133727
0.38996012574911587,3.623267928596291
0.3945953289089932,3.5679804997424798
0.42422298206891695,3.8454003625505675
0.4373907230894736,3.7337645676140143
0.4389994264300512,3.8871042215648335
0.44911298995615856,4.092045280039491
0.46851908527603126,4.007233956941808
0.4818601239329623,4.021834262060326
0.49979028659678737,4.14101257878362
0.5022601146397376,4.110560046974821
0.5113538144210072,4.189133696458047
0.516687216579611,4.258105823801485
0.5183579911972902,4.16312901599407
0.523550201874724,4.331445963266601
0.5433203482290383,4.515569146819802
0.546344200009723,4.348559654872105
0.5617607734743901,4.66007406234324
0.5658565614671562,4.576788121821454
0.5764758219902488,4.672886418145774
0.5773215922511721,4.507470428639776
0.5784444944716061,4.663234145201728
0.5809195208034978,4.4784864100611665
0.5952470034777169,4.731787032697346
0.6220322616470275,4.752665561720307
0.6245759361907144,4.798909344355192
0.6252629574284574,4.6281921435620585
0.6268962162186587,4.661361170003191
0.6400634660862092,4.849984051604751
0.6569485895436578,4.741077697687108
0.6600984414024158,4.89014034331935
0.6644384435577488,4.717685869125726
0.6750254668382194,4.96348997815048
0.6835320030995862,4.773338946851001
0.6845871933357806,4.95394528925973
0.690075926128163,4.9719746755648
0.6904590631459973,4.8404589719148925
0.7049194564314465,4.993574144016534
0.7100766453325547,4.969418123324082
0.7115828517343281,4.891727701269075
0.7171188884765101,4.852596342060666
0.7177580622651303,4.758055329810882
0.7231647525793861,4.99628500505988
0.7290183536790351,4.811766559237942
0.7308156202701499,4.97977145456637
0.7558361385406698,4.9649185907070965
0.7560504061675077,5.059303841455383
0.7569972730978747,4.961731512855071
0.7623921797356448,4.961763402231346
0.7686207527616351,5.070372519448621
0.7697946706496628,5.031071310633186
0.7764933467160506,5.030822659076155
0.7845581631712395,5.046919702978712
0.8018001408190345,4.843752780285177
0.8114917853623915,5.06887164209804
0.8355433751068975,5.036122526171653
0.8709276679577149,4.825356930270309
0.8860471396967906,4.87463139758173
0.8928952452557293,4.880957467968665
0.9139148633177641,4.822292220375219
0.9206698608247543,4.851515064619908
0.926254830513672,4.9460393699522065
0.9539927731321063,4.826618168826168
1.0137289755315915,4.356425916767132
1.018036829495369,4.530692844804655
1.0189238806601353,4.597392209272229
1.018931008729368,4.503147634412093
1.0251596406647445,4.545173600042954
1.025679625835898,4.634901220920256
1.0534548448133318,4.400873245331488
1.0536492225085647,4.322439947112545
1.0539321810780522,4.400570953124396
1.0590580440375763,4.284100707318825
1.0802575413069138,4.157875902005374
1.0926421030962141,4.050202637065488
1.1043186341110267,4.173257672494789
1.1099809879131484,3.901099429709781
1.115122123212764,4.104889776799466
1.133035047274642,3.8893781930149904
1.138383934766014,3.6649773818190843
