feat1,target
-1.254598811526375,7.130054472583943
4.507143064099161,19.26484112218275
2.3199394181140507,16.37014532179407
0.986584841970366,13.38234072285165
-3.439813595575635,2.240151682957472
-3.4400547966379733,3.0210340967369995
-4.419163878318005,0.20297353602834267
3.6617614577493516,19.843173763216033
1.0111501174320878,12.422626726392249
2.0807257779604544,12.710373044627147
-4.7941550570419755,-1.3409603139060606
4.699098521619943,22.059277834794525
3.324426408004218,18.718434275803602
-2.8766088932172384,0.8933549032264398
-3.181750327928994,0.4240393695651221
-3.165954901465662,3.6648420263352004
-1.9575775704046228,5.04672334320346
0.24756431632237863,11.641161836864883
-0.6805498135788426,8.341103030248584
-2.0877085980195806,4.825362714194665
1.118528947223795,14.203748077023484
-3.6050613934795814,0.213279423974986
-2.0785535146478185,4.947797378791929
-1.336381567063083,5.965633149284729
-0.43930015782964027,8.250005264277425
2.8517596139301364,16.66564084962238
-3.003262178416403,2.825045211409562
0.14234438413611628,9.637738027845074
0.9241456886204249,14.193998409911343
-4.5354958728000225,-2.6806506353293127
1.0754485190143832,12.408313831293919
-3.294758763127085,1.1035065047710253
-4.349484070147205,1.2967566511625868
4.488855372533333,21.5169705961007
4.656320330745594,23.188567636066935
3.0839734811646107,15.481593143356069
-1.9538623082662934,5.515919628138155
-4.023278859936161,1.2762490435947527
1.8423302651215687,14.729251646717058
-0.5984750626039865,10.10203290608806
-3.7796176515522117,-0.22497680403108822
-0.048230898887298146,11.993443913060124
-4.656114788847816,1.8080602133093353
4.093204020787821,19.688752211310067
-2.412200183999831,3.3012457578992653
1.6252228435398202,16.2431338245261
-1.8828892391058902,7.662135120831343
0.20068021177810813,9.717410488715366
0.4671027934327965,10.537476757938206
-3.1514554447447294,1.6986844748474152
4.695846277645586,19.72293992756255
2.7513282336111455,15.500342664301566
4.394989415641891,19.481262388976624
3.9482735042764876,18.718987413035027
0.9789997881108512,12.395472139196956
4.218742350231167,20.8981779743827
-4.115074979480805,2.0380632905191027
-3.040171375808548,0.9020404993704441
-4.54772711089462,0.10716582047832612
-1.7466966923673564,5.312275002743346
-1.1132271031051797,7.142736677758402
-2.286509682261041,5.295955032597303
3.2873750915192943,16.534354696454788
-1.432466733064107,6.992447786615808
-2.1906549031261924,4.773041054504103
0.4269608315824849,11.806078974968436
-3.5907577502523735,1.4568585902307931
3.0219698075403976,21.237874728717337
-4.254493563202292,-1.592843884382704
4.868869366005173,21.375677982510204
2.7224476929665737,15.87140844277929
-3.012843184658276,1.634676359613928
-4.944778828763976,-3.3180277628697166
3.154614284548341,19.670060508032183
2.0685734384761716,17.302189968175213
2.2900716804098735,14.86905976040047
2.712703466859457,15.533225307492302
-4.259553482659096,0.05823962793186532
-1.4153427145572737,5.633308647185359
-3.841309404748703,1.3461242147615091
3.6310342587559354,19.381970178166785
1.2329812682755792,10.808836998193101
-1.6910197514735081,8.093708423311323
-4.364416497139763,1.7827752667938737
-1.890176782843378,4.355375007164976
-1.7481667797325295,5.0480307107647
2.2960617833806403,16.168952544538957
1.3755747135521315,13.940621968860867
3.8721274257632654,20.66813497341741
-0.27785074838050683,12.320679937198257
-3.804057540616983,0.22443530721646865
2.1324478722299496,14.133673813767194
2.6078504861689744,14.450647373400644
0.6127719756949626,10.435534879324527
2.7096717995456103,16.72448903955333
-0.06204403635609257,12.53672670438645
0.2273282938199408,9.791903785995595
-0.7245898164145039,8.524207386422088
-4.745808732559048,-1.889156175506749
-3.9210857300669555,1.9798755850047378
-4.685708143132658,2.0761282809787884
1.3641041126378042,12.61395712221403
-1.856440189236733,4.624740363130835
0.08570691164702815,11.78050859472118
4.0756647392609295,21.21199908259179
-2.5070777085112503,6.502366717325924
-0.8961707696437031,8.635465353879688
2.5555113854304867,15.849840327395627
-2.7120183450837754,4.105936383329025
-4.23020090171207,1.0875531165941859
-2.1024854708623195,5.974509594640248
-3.387787127459956,2.2914432280110573
4.29697652342573,22.342453342948055
3.0812037956441696,19.456952874778935
1.3340375651042349,15.408332399316878
3.714605901877178,20.259579586077407
3.0367207689911453,17.341124802002582
-3.134299411139642,2.3843220018008795
3.925589984899778,21.62373841201198
0.393422419156507,9.758152541410414
3.0744015516406247,18.239013842410913
3.9609129992349317,19.31227427959629
-1.8199652502813612,5.493204108698823
-3.8994807547232324,2.1689759071028663
-2.720648374580583,3.4850276655783965
-0.7289221137374371,8.247349537890631
3.1801476592249305,15.910584936592446
3.6073058325634335,20.137644930449415
-4.930478694688093,-1.3579704650086177
0.10747302577565776,13.513564649397335
-0.8258899685122101,7.473607726289973
-2.7789218952926973,3.381420753264165
-3.8013463266631717,0.8707097089082035
-1.6238482859637204,8.30655920473591
4.4290970391251925,20.929799299232556
-1.7679706797924477,5.99860558917439
0.1879062174336612,11.381610308158962
2.030189588951778,15.355387657113983
-1.3637039762070602,5.921089637656557
4.717820827209607,22.08568705737148
4.624472949421111,23.171629998342436
-2.4821770417463584,2.254784446517514
-0.02751494107614505,10.13066715852995
-1.9912169018323036,3.9717765230104813
-2.151595056225324,6.413582302823954
-4.6311305264546725,-3.862606673312343
1.0956433397989684,11.900725578590038
0.0267902322886151,10.63279339331832
-4.485212487500107,1.135254825101244
-2.2135353576338854,4.3675362143058045
4.082658859666537,19.373847859126546
-2.604381093330276,6.310782870835196
-3.551051279087769,-1.0496490483437886
-0.10547239722436963,6.4381100720089535
4.856504541106007,22.801283027845017
-2.5794472848849956,2.7983004512585943
1.721355474058786,12.771539459450896
2.6161961532871754,17.60302505416697
-2.6236245600760033,3.80663967046679
2.2821634861185958,14.859290769191396
-1.322168672807468,4.774121719974989
1.3230583059357945,14.616331757259704
1.3352971076089473,14.31354453596036
0.357746840747585,10.745603306199888
-4.097102299455917,2.5271997454317043
3.35302495589238,16.777435240241722
-1.7921993502826417,3.2312138679062876
-3.1348148960014575,1.1251006551744893
-4.592248584452361,-1.5490004856641484
0.9089294318824184,12.637332753690085
1.7756436184228246,14.077254959272567
-4.834121710721439,-1.5572211820321524
0.12093058299281001,8.425017321196359
-2.7350422480206205,5.328041286058338
1.4517279040944988,13.506092992647392
-3.2563357099500854,3.5351044725069776
1.90937738102466,15.287531472128206
-1.132646536994626,7.853513486244111
4.367299887367345,21.772900638766668
-3.6247905585400675,1.6095864436758043
-1.589336489497415,6.990742916057779
-3.8652647875941093,2.3305668262133743
4.246936182785628,20.912122211516277
3.7733935338098092,20.49698947090729
