feat1,feat2,target
0.7601309947868546,0.39849141026949103,0.0
0.7093594186155718,-0.20849276292674562,1.0
-0.9562738041157739,-0.2969510415635622,0.0
-0.8248111969241192,-0.5691154595575663,0.0
-0.6252777157571987,-0.37587175942704787,0.0
-0.5306501566341479,-0.5876425854363261,0.0
-0.7372610558553405,-0.5997199934246136,0.0
-0.799745756678363,-0.7488753796314733,0.0
0.6736504428226504,-0.948195843943884,1.0
-0.4137649353099677,-0.5066829215178985,0.0
0.06907430512271295,-0.19581459145136526,1.0
0.5340197645070617,-0.0880130422423531,0.0
0.006804129861101932,-0.43854028280026663,0.0
-0.0855296658898966,-0.2853338478790887,0.0
-0.2524801370659525,0.11616091856899075,0.0
1.6471095345720286,0.17761280235295202,0.0
0.3452987713890973,-0.008438284962693249,0.0
-1.5644813238856268,-0.9293772628972676,0.0
0.12028745215398153,-0.024977457828067373,1.0
-0.3875689388054101,-0.30579551467409144,0.0
0.2780779765553556,-0.1694480953425424,0.0
0.17924279047459196,0.14750128125260892,1.0
-0.5574929216247784,-0.47597103866502194,0.0
-0.6058900910294065,-0.1661502423716894,0.0
0.22662269213655,-0.3113878369983174,0.0
0.46564188254897415,-0.4519479794623944,0.0
-0.12264887333541713,-0.06345872559744054,1.0
-0.5369201264896222,-0.11351881210244832,0.0
-0.7087254901342661,-0.018301926534585372,0.0
0.21017012499561594,0.11352934034686518,1.0
-0.15223454144060128,-0.20428782198323925,1.0
-0.7040808497767035,-0.5859376111308121,0.0
-0.2685787002443224,0.07656044152914737,0.0
1.369612621244531,0.3834030525647873,0.0
-0.5189928267300186,0.3951501526004308,1.0
-0.2097541008679916,-0.48889444710791263,0.0
-0.4221497722564293,-0.29910476256203833,0.0
-0.2850207482800937,0.2429663808107505,1.0
0.5358159414928001,0.10042678824449075,0.0
0.3963887474239311,0.10868077818579891,0.0
0.3386528934763285,0.19515531526783175,0.0
-0.4438263943200389,0.1057541895915664,0.0
-0.30527812559901363,-0.0034886980618768493,1.0
0.28205088426337066,0.3186007451076753,0.0
0.4811186907795964,-0.18535087159320218,0.0
-1.3294161211134292,-0.7111732251642775,0.0
0.34773660877723317,-0.46902080241861105,1.0
1.3290910178030113,0.016041420523377842,0.0
-0.2488909366145402,-0.17036698391366206,0.0
0.5087352228308157,0.19072300243562035,0.0
0.34369312132976787,-0.04806299961717117,0.0
-0.4314706594452133,-0.028921015492839736,1.0
0.6392254645272972,0.13589688407623468,0.0
-0.6448674500533506,-0.34226100331901144,0.0
-0.9231401376113302,0.9812226725760471,1.0
-0.9474762597626318,-0.5653507440753558,0.0
0.39575109103601336,-0.9131946980573709,1.0
0.5203728969244596,-0.18563091841548168,1.0
-0.5426405655359438,-0.6051666832649448,0.0
-0.47296578502511843,-0.08844328415157858,0.0
-0.14717015693893298,-0.06501042988018849,1.0
-1.2001558273286468,-0.706185110856405,0.0
-1.668946776296743,-0.8328522654314496,0.0
-0.6544301339602958,-0.3531967583814055,0.0
0.5817612087420572,0.17755577954391993,0.0
0.014842305136932049,0.12811348622610041,0.0
0.9039635062420299,-0.020329148713734146,0.0
-0.7179075729640396,-0.6236026764174631,0.0
-0.1789207425720682,-0.5270217648906281,0.0
0.15165330416498635,-0.035799529729066165,0.0
-0.3889144944583888,-0.04557553568504208,0.0
-1.2990197258456895,0.523023357882844,1.0
0.8349939204849837,0.03878904015845408,0.0
0.23216864405121806,-0.304571918957371,0.0
-0.28105390359329696,-0.24346834708995974,0.0
0.5903922421551862,-0.12165882780144098,0.0
0.3674378839358042,-0.025495548948747893,0.0
0.4859635350837215,-0.341982918981277,1.0
0.0771201370237477,-0.020120726010831425,0.0
0.42239954883850667,-0.39925219197209505,0.0
0.8142968349662805,0.524896327905876,0.0
-0.44840698368180826,-0.22886971213858726,0.0
-0.7092271238881673,-0.43317069866750935,0.0
-1.1659835649403236,-0.4507296394803562,0.0
-0.7169031502616494,-0.10035214639253284,0.0
0.8000014348175417,0.32715937395210887,0.0
1.0230420559521485,-0.3113907827850765,1.0
-0.3693793233319282,-0.17558185530287754,0.0
-0.33014460561030917,-0.004055137522892521,1.0
1.859845744104993,0.48443202036968686,0.0
0.48580210585748324,0.35441663196738055,0.0
-0.32486415412707353,-0.4319010568790157,0.0
0.395715031544628,-0.2716782141722198,0.0
-0.32597189913866376,0.36656025044372803,0.0
-1.2523595053178238,-1.017604491418412,0.0
-0.36514175711606656,0.24658485283790782,0.0
0.44301402142252827,0.2450473845210937,0.0
-0.6134279790161554,0.3620098220734929,1.0
0.2389160824142691,-0.12756247499467316,0.0
0.7496584349683231,-0.13259256752952106,0.0
0.25051653190837403,0.24571788288070062,0.0
0.3540818242270138,0.2797773961335237,0.0
-0.12148594731057266,-0.48158638142704774,0.0
-0.2805144565730959,0.1030745144163126,0.0
-0.15855886306224748,-0.13881877248263952,1.0
0.675009227283937,0.4246627576156287,0.0
0.5673057693420638,-0.18676436815059777,1.0
-0.913723395008593,-0.7963607387406215,0.0
0.6606035189186841,0.43124127957492714,0.0
-0.9862806700214486,-0.1321143440401738,0.0
-0.40943408993238806,-0.4195126326873536,0.0
0.04633215146047351,-0.5669382150804158,1.0
-0.3307256712438039,-0.2834134758632932,0.0
-0.5326611690883127,-0.19182396937976268,0.0
-0.4812131508372768,-0.3272193619291738,0.0
-2.0580098571644294,-0.8880160528385632,0.0
-0.27391365517910016,-0.1523968816321184,0.0
1.378039182547668,0.3267432146207065,0.0
0.45124261973041496,-0.7698151517979299,1.0
-1.789324873544788,-0.9236313211154361,0.0
-1.0025540168544247,-0.7331103611804235,0.0
-0.24860617485858544,-0.16726795129500774,1.0
-0.31061849567726996,-0.20969732060356006,0.0
-1.133063597922304,-0.5813861815890227,0.0
-0.24084317110547993,-0.3173182729957439,1.0
-0.9025201810827146,-0.07975578379091636,1.0
0.009647260678006253,0.16980697047771415,0.0
0.4481171963078971,-0.4186413774867213,1.0
-1.5014648096508176,-0.6132505653173366,0.0
1.9056291750575172,-1.0076897138203733,1.0
-0.35081067716588127,0.0016021632146135945,0.0
-0.8117506208476517,-0.6606666441943911,0.0
0.19256215012432193,-0.16258408678388683,0.0
-0.563253762098862,0.3874846113464266,1.0
-1.091036589074765,-0.3590242822317083,0.0
0.426237277810386,-0.16234959578208177,1.0
0.9707034360653066,0.11921640719113136,0.0
-0.44825331443695215,-0.3890149298800262,0.0
0.6430468161943999,0.3174675451623859,1.0
-0.9676752856912829,0.11865759874936771,0.0
0.7151625088538072,0.18574916613406417,0.0
-0.11754888094242413,-0.5648882020144574,0.0
-0.16881036582695003,-0.009998730301022107,0.0
0.8850256780858536,-0.49146051708873006,1.0
0.06710061096397424,-0.03994264431822531,0.0
-1.9720967670406298,-0.754478367923838,0.0
0.6610539002905502,0.09149052902755306,0.0
-1.7839957641969317,-1.267856839730894,0.0
1.2462748176252056,0.41357875930939897,0.0
-0.4078074125748374,0.15933447213394292,1.0
-1.0256880337848813,0.9285845159124431,1.0
1.570397687832394,0.427058753247402,0.0
