feature_1,feature_2,feature_3,feature_4,target
54.96714153011233,105.36681040522424,55.86686809446759,36.05590893316281,440.74979802161533
48.61735698828815,108.41176789552351,67.80749972455473,22.622677406578998,348.8748431543085
56.47688538100692,116.24576864762915,75.0629243966182,36.95684736084528,437.63580017143784
65.23029856408026,115.80703078052355,75.56376712517691,40.845102870439604,475.02834160375573
47.658466252766644,79.33495948064363,69.59921434224907,33.307479225789606,328.3039319722104
47.6586304305082,85.93262440127316,,45.014366500464526,369.6414466963309
65.79212815507391,107.7255290081299,62.18855484740887,23.809686407171416,415.8940246972224
57.67434729152909,107.70678926368313,73.29144617974448,20.042762373508666,356.27675751805407
45.30525614065048,107.72571529459071,76.44354758054278,15.770238008765771,306.0616103032494
55.42560043585965,157.7909723598208,81.17326600870499,41.968354491913466,523.4992284707195
45.365823071875376,108.5633576603975,83.53937853706668,35.23492525083246,367.92045951334416
45.34270246429743,117.03348460270898,61.50429489794557,29.555322632716358,393.86126949088646
,114.31002645239803,56.59062995117253,32.23974901055856,437.1868615890212
30.86719755342202,109.77086876958697,,20.996087621612986,261.6122717742766
32.75082167486967,95.27096133039481,78.9877681437551,49.56601583693461,373.7360215148476
,111.38453830739901,66.01816156132136,31.03376945580182,373.58048435360917
39.87168879665576,88.40762178193643,,30.875158356839144,280.8454591511377
53.142473325952736,96.44772089889986,76.3880956115143,35.806132991189536,385.41340430126183
40.91975924478789,92.71954678256344,89.15156620876591,33.84807385389371,310.2747373482936
35.87696298664709,101.22811209079484,75.81022177692131,31.791072194233053,328.863471128408
64.65648768921554,134.71987850010262,99.72897509858385,23.676204356437506,405.93413259522424
47.74223699513465,71.99102211112378,96.06409010931846,33.77174685708797,285.2463446729536
50.67528204687924,110.2939028556177,72.01243021825111,45.05619597180027,456.31428102979373
35.75251813786544,75.80926193215522,86.65885141145226,40.76336036923982,290.12704983548934
44.556172754748175,92.92102201315849,82.74451139502177,42.74549301311518,364.14825464348576
51.10922589709866,116.33425895451049,91.42357869038818,25.910274588550518,359.7688483045252
38.490064225776976,100.96420028643195,63.420918473038746,22.083161437931352,318.49772202101565
53.75698018345672,83.8338283310604,83.23261751998128,28.993704639202814,317.450189353564
43.99361310081195,89.27044436110047,87.70109384219505,30.445799298309556,298.65235036910315
47.083062502067236,110.19396623402014,53.89512616292263,38.75353214776759,434.3996362766258
43.98293387770603,89.04450052424295,60.8008978480107,16.460282962281447,277.9553352035423
68.52278184508938,103.24687884372962,50.52921386687879,42.23640255568491,500.6206329127278
49.86502775262066,100.6835775985572,71.76711798666531,28.735936811368084,353.2346048866904
39.422890710440996,90.22599478591275,83.61050706955155,26.58495144042064,275.8057190349831
58.225449121031886,132.1591613398799,93.02828462515234,21.90316499791866,386.8914786598677
37.791563500289776,109.50878533477017,75.8891373650373,16.761146625073845,286.7742152858317
52.08863595004755,69.6228612001359,94.5433865468555,36.58536467169532,307.79051158098287
30.403298761202244,102.79681472154141,58.4387825014213,30.58654373750723,326.4997567208926
36.71813951101569,90.07320302847418,54.55941072773814,19.68031280207157,292.10457169905743
51.96861235869123,112.78650002194335,,19.639369823491073,347.46623077293634
57.38466579995411,88.11218892350949,79.6087853872717,27.313722405678973,337.9727682404275
51.7136828118997,98.27895337799652,74.60766302287088,43.352172202315145,416.5702469274794
48.843517176117594,107.57480918470685,50.19069479952148,27.92326918909116,392.4735943470374
46.98896304410711,112.98632791255181,73.93055952584653,17.97485637505515,329.8551798997961
35.214780096325725,81.99555389416335,59.34636599394176,28.034055487312447,293.5843820767063
42.801557916052914,94.98248146238578,83.03607058596046,27.818211442018637,307.55063288210494
45.393612290402125,92.87582033258566,79.39917895316218,8.424906856467427,237.9791797520432
60.57122226218915,90.20006151139432,63.72144256407174,29.565641067857502,397.0706909342329
53.43618289568462,126.48181360421646,68.83359699195968,28.152523758330577,419.44317551961296
32.36959844637266,106.07472566441433,,35.56965091850735,355.4477089609681
53.24083969394795,81.08674068497433,74.24785083272194,44.79164875956276,386.5751166088368
46.149177195836835,113.76792920582164,86.46170784601486,39.01252023638206,389.5635235798585
43.23077999694041,131.8323429551895,63.171287443973476,27.848890475561355,406.80872100095286
56.11676288840868,115.4869789082672,81.04855818621414,21.147792730066637,368.28766277824354
60.30999522495951,77.2094505106898,68.63690857953071,50.58687842599888,441.8435587709069
59.31280119116199,92.73648890700623,65.48552601285186,30.473747472115907,384.2243507879369
41.607824767773614,119.00366723779933,,30.11143433530357,368.5413147337947
46.907876241487855,89.38495801571828,,29.806999303119973,347.2129815538608
53.31263431403564,106.65729142219342,68.35620833583381,31.58467808614284,394.29577040590954
59.75545127122359,111.61951080144006,60.62546528893382,28.84511670460846,430.1123033903616
45.2082576215471,86.09604292632875,98.57670159499668,25.410703944958108,262.60923720889275
48.14341023336183,99.10711965907299,75.42316262366074,25.625128470076863,324.43151938806164
,51.38098989896391,66.60329390408897,29.737973838272012,246.35641108135187
38.037933759193294,84.63418537998565,77.56775892881066,25.652601830929882,278.62032933353237
58.125258223941984,96.2114777291026,73.65206340371005,24.297233738582683,350.44562652637484
63.56240028570823,81.28325227052726,72.34836480560132,30.851441821535175,366.19841767623797
49.27989878419666,124.48616955897452,,27.960182260633157,386.52709086591454
,78.54787933059052,84.09009252056767,42.03194390866151,380.8666664016715
53.61636025047634,93.39933269954524,68.63398622867368,8.792241532855904,283.1584543022968
43.54880245394876,101.96110865929137,68.09018111226383,38.7320548153797,397.41259496738377
53.61395605508414,121.61909933599173,,39.968681539981034,455.5209874084194
65.38036566465969,78.46206773230841,47.376946023172984,13.412878140734804,331.65983976408336
49.64173960890049,117.4474562823244,56.81770725361737,27.25849924735721,400.7309713602804
65.64643655814007,100.1534959152938,91.4024912093343,27.02847307203367,364.60180677943146
23.802548959102555,85.27737023428074,94.7396125620154,18.73990644225743,174.64695940750678
58.21902504375224,106.93155211394907,72.01156752532346,23.777466499272997,384.58548338585064
