feature_1,feature_2,feature_3,feature_4,target
36.73579313141007,84.8410886994009,65.8624540149726,,310.8294928074819
57.52702148572627,98.99224629007125,56.80637015876136,43.49311348643475,458.4802851494425
44.529047026128985,112.47442461496703,68.77916520701373,34.470158276485016,389.50184081516926
51.63573335588655,,89.49198539707496,37.34036165331297,370.90919313117337
45.65174238089755,135.45450165513077,48.55154909698512,10.3807446125419,376.9516286024571
43.091195877137906,106.32039352073502,62.55055919143504,42.4637507932234,415.16918049477096
66.7227923608685,103.44931671763318,,28.511021217982645,406.6874589268544
59.22932182209408,86.37546803551291,64.47377759253959,23.850509487439663,351.18265231772966
31.317996000448552,96.42199829736,68.67256866911735,28.602897185520558,300.95119561961036
30.258625516641132,88.31479235449461,68.85204390693235,18.11982273375282,234.80652576025108
60.42608835636487,67.51532157393814,71.90951735925901,38.383536494017136,359.0790929745863
44.80146608451246,114.61393333193212,66.24654364668314,27.316834217809657,369.37851037342955
33.50917666065777,92.32824166674654,65.26544143373343,24.090953503791447,285.5609398757566
60.45735132540341,88.5939988850004,86.21171695105477,28.655559474493078,339.84482884939746
51.6912405009909,,87.59585013432414,38.944125236609125,396.9792211117806
52.515710848323195,107.68749328332275,58.43347985703109,,407.4271609712125
58.095392720059074,95.18837750640581,41.884831208725394,18.722449843732264,364.5994143454668
36.900228417176066,,87.76049819485117,33.719846637928654,313.71041614954987
33.68499178615835,111.19281110971605,60.254394977374346,22.568160365419,322.96647917442766
65.80954294903202,94.59709608085079,77.55293806151688,12.751191749001467,326.85677375014916
35.62833239257708,104.53500612645001,56.21193752366139,41.96805770173742,400.9499651357274
37.777622029244355,75.11133072416274,90.57305982311607,33.657838998621514,258.1581178786715
39.77564620454234,81.38021502358377,105.52401474361832,29.373834689572682,239.86472593617395
70.79945923690522,109.08309667120605,77.19368291046403,27.23512388242641,425.3516410753923
54.93383300411523,80.59662041249052,,41.17663600586653,369.0715602815121
59.6540797443538,103.51206320669944,71.13432509771923,54.69724120158725,504.7669514781827
51.96167545578729,97.79501826704391,84.38159173575494,33.59024414853213,355.10780246292245
43.98112788798767,94.53299106219657,81.81224101121502,21.76292254137699,292.4279135417797
56.312912832601675,87.57305846548408,87.04198144263438,28.76427584905619,330.5413123666793
34.43384029203197,113.64010027158064,67.46500172882301,33.444581376752396,366.3105150150021
39.04716547903505,125.94836731779753,79.08141247685575,11.203773544065076,300.97832371368327
57.329751792614815,104.50288243900292,68.49038319952565,32.67599361422494,411.829080176924
36.4274476917322,104.83736073509226,62.307412223159346,33.491401035944634,362.8259814360079
,89.76504055213759,,40.61073758389776,373.71678274076544
,82.0585415226343,63.929847235475016,39.77698641898443,374.8857309446919
44.71337996662838,,89.08472397291106,,319.94090685073974
30.48881525151143,85.39375528062887,64.65695546381012,42.11709525264287,332.0198486327085
43.71071108811307,73.41084807526268,79.36255128824831,46.28542655231005,353.8751839315768
41.750316230675146,112.05168718548373,67.75893241488333,,364.56940308323846
51.614398632876984,112.7825018237775,78.32475300525014,33.345496627741994,397.07464218246014
51.10490538699469,87.11741840570359,68.71204111853572,15.86162117511539,288.49532117862657
53.77961459936874,103.65946481918867,59.91346470170955,18.392213900471297,350.80265962690044
43.24013727025603,115.0292840168765,80.80527289142215,23.29442948792385,334.3207931419355
55.22777950465892,,72.17501253704134,26.451053563863574,372.32444503943236
34.43993267226317,82.102680308519,78.43181928866952,21.231015802095452,230.17239699346717
31.78095267347646,96.50659880144352,69.85388477243475,29.712036704182065,302.93015883912534
26.64427275833372,119.90214130062986,59.06476183477858,26.690326658603052,332.48942806464345
45.007027604280026,103.7053996540767,87.99814316467507,38.56716185071692,368.64605786843504
42.467017756614425,108.08698154774208,83.84109306529305,26.201810836130335,323.5030566637223
57.893156118546,105.12443829053672,68.19646829336108,11.706256414276044,328.8703175873594
43.5133741295113,87.16732963032621,,,318.43795007170337
52.73376347944267,90.68732171076036,87.50423379795524,29.886415804709287,326.4876949294111
58.132965765830775,105.08297735577614,69.51553996965123,23.10360094876405,377.276055645715
43.13680924350884,112.25307670030612,71.37738593771338,,365.14827413269313
52.980522101071756,116.49857426376823,77.92359000008848,21.39788329418932,367.704245601849
60.019275489551944,87.1284168284771,69.49090723734497,32.63871962898674,377.8786218727653
37.61837225194433,106.4968080201579,85.28510396384426,51.06339549543881,393.69376349365973
50.24852338244644,117.80566167578465,,15.55515621674587,337.47505786911233
43.17965616800686,85.19377344567967,65.59156950007231,25.870063303926717,302.80957337470727
38.25510117506862,122.3012070369966,82.30366595848794,24.587959028406914,332.5836848443446
34.63548259509771,124.58411241016285,61.29443220682384,26.53392093209965,368.42694810120156
38.09351427821299,139.37629509432492,99.17854273349056,38.159396636775796,402.3921172745975
50.60029005752012,103.46400161244992,93.98995636296243,34.3426124745522,354.1558591817397
33.89155544438253,103.54637014393673,81.16194572305218,36.79013202085139,330.72692827075383
44.49272975911363,112.40491583675977,80.15197226183882,,353.4031846487983
58.13194406852897,111.96704009574125,79.58929701383158,19.423205440441137,354.2978746815414
54.49010963418936,116.89550291493408,69.13086256897311,21.08251710992016,368.4559851224054
44.69492377061843,111.76049770697655,78.5677157481701,35.97007765973274,380.00883827490236
66.89690413358724,98.40907136442942,63.92240867450582,,433.3121323463983
68.9303641391166,118.32995681460253,81.04582102128218,40.08165924863071,478.0921154862623
50.26122431539726,83.93118775460911,85.41416331637555,32.34609682597438,323.0527700887457
25.314570841156918,,70.46296678819999,20.535880053343,246.43594220726158
58.8644819701626,123.45603424074699,67.85877847014336,25.82478548653476,433.8719681294586
27.060236599664144,81.2463025281952,60.450275704225085,34.518513197463434,300.2599877542225
64.76146110720066,89.83786514504256,92.4954628027883,35.682659969909004,380.9026670699401
