small_scale,medium_scale,large_scale,huge_scale,target
0.3745401188473625,18.513292883861965,2617.0568373590595,672702.994208898,156.05137670431975
0.9507143064099162,54.190094737835814,2469.787990719998,796681.3971913724,255.1934673744896
0.7319939418114051,87.29458358764083,9062.545805210368,250467.89879249898,273.1337087590562
0.5986584841970366,73.22248864095612,2495.461998495061,624874.099606999,222.80988798216376
0.15601864044243652,80.65611478614497,2719.49726128631,571745.9831437487,178.3320982065316
0.15599452033620265,65.87833667107174,7593.982624179637,832830.3767882711,237.22765077949973
0.05808361216819946,69.22765645178525,4497.3984245054,906087.0604812605,204.84689462062033
0.8661761457749352,84.91956515653193,7767.105569551812,12156.771477386807,241.66476854352365
0.6011150117432088,24.966800885918595,653.6615756438524,674019.9190587926,157.06729118976006
0.7080725777960455,48.942496364314046,4875.711936733843,51835.79911972902,174.4807208728306
0.020584494295802447,22.120944181960223,336.1360018328263,548858.6650773559,81.94350178752987
0.9699098521619943,98.7668007996647,626.5320345535453,287632.7290436782,228.70654462603062
0.8324426408004217,94.40593396866133,9064.37453344411,306776.5995221412,294.2428730318748
0.21233911067827616,3.94268113685059,1392.4537111759516,352958.50345235656,77.43821062009823
0.18182496720710062,70.55751725156884,5324.206822752171,621292.4490496101,197.5256675050287
0.18340450985343382,92.52483174156659,4110.956026007066,334049.9656687692,189.2599791230749
0.3042422429595377,18.057534512733355,3473.4332625884267,732699.0505902804,151.47491139896582
0.5247564316322378,56.79452305526295,8998.333456872724,404527.3855738697,235.94406315783576
0.43194501864211576,91.54882975880419,218.23396775489502,68353.20030995861,136.42706537848218
0.2912291401980419,3.394597858579884,6637.896861755891,783759.8424841072,174.76545400992555
0.6118528947223795,69.742026724684,9633.944342135504,285758.324592706,260.7191543699375
0.13949386065204183,29.734900737255078,5601.681834618419,432766.8795992626,145.5559335507895
0.29214464853521815,92.43961953765304,9368.224620330919,685443.8832219015,288.77282947681437
0.3663618432936917,97.10582451653677,522.5787928602376,332456.157148712,174.82412521904922
0.45606998421703593,94.42664891134339,4187.9331907416135,56585.65614671562,182.05319571248285
0.7851759613930136,47.42142166574638,2601.5779096205115,373921.04701281356,187.69295548089644
0.19967378215835974,86.20426509893134,7308.209649807298,944448.5826943035,269.79760243668335
0.5142344384136116,84.45493985350704,9812.970904972466,641734.3972985581,304.8344069946439
0.5924145688620425,31.910047324325564,2565.3006244424782,671479.1486672069,177.96848208954373
0.046450412719997725,82.89154741506773,6541.746014740745,632282.1536376398,220.6507526451845
0.6075448519014384,3.700763471549262,1980.9763275974012,198992.1389594368,108.62899518415465
0.17052412368729153,59.6269878482053,5653.302545716099,418333.8641022801,184.1939130929039
0.06505159298527952,23.000883728770305,4639.324866883362,750939.7983633182,148.94483856931623
0.9488855372533332,12.056688577727881,9720.053296315371,101372.89755315914,217.84467581943164
0.9656320330745594,7.695320162920916,6085.272726964666,277852.7760897123,204.30478753168896
0.8083973481164611,69.62887758781397,3495.063720868188,276319.1084658536,209.96295207005883
0.3046137691733707,33.98749637680661,1140.9578488793338,432018.927594506,111.38514330472583
0.09767211400638387,72.47667715287615,1512.4682873493455,980368.740942185,186.0053953516877
0.6842330265121569,6.535634079894237,2253.169299512351,67502.54668382194,107.8044445389223
0.4401524937396013,31.529033783061035,2509.6666134029797,518700.99438059505,143.09529768881754
0.12203823484477883,53.949129237533725,8506.160578411378,179364.68201221045,167.28943144265682
0.4951769101112702,79.07231648389636,5612.227882825249,970676.5454097441,283.9665067994451
0.034388521115218396,31.875250293206992,5233.909113743664,113303.5047274642,99.90942169906145
0.9093204020787821,62.58913764370091,1147.6887186921747,403601.00236159127,207.48538959558087
0.2587799816000169,88.5977748236187,8601.39693349435,737884.9848346062,275.3896900810288
0.662522284353982,61.58631881823046,7228.143032084838,704554.4280274453,276.96974944378854
0.31171107608941095,23.295947475363377,676.6836190000158,422728.63689393224,98.74517306000388
0.5200680211778108,2.440078155653802,7078.350972297687,346524.1679527182,156.4978310993909
0.5467102793432796,87.00988739009298,5435.382173426461,397612.3785528706,231.93267768761848
0.18485445552552704,2.126941085038714,817.2534574677826,264276.26315863925,59.363506587446224
0.9695846277645586,87.47016726841994,4583.006415286564,205332.93870679982,255.29398101039675
0.7751328233611146,52.8937134027212,4846.9628713004695,483039.69755889,229.4367208043189
0.9394989415641891,93.90676985128962,1657.7454016327574,268533.7560676073,237.20496196524647
0.8948273504276488,79.87832357736654,9456.981470002824,287461.6648972501,286.7868354730028
0.5978999788110851,99.79341105333374,8499.753714806619,656756.063474557,318.5926729877198
0.9218742350231168,35.071181545171015,6690.223373291084,968537.3316998922,298.63076505894406
0.0884925020519195,76.71882889311269,4622.955610006072,603637.2005593751,195.83946524053158
0.1959828624191452,40.193091360924214,4117.655415845085,76979.46706496627,117.57487301164151
0.045227288910538066,47.98756203039088,6509.734671509542,75583.61385406698,116.88288298355795
0.32533033076326434,62.75054632183701,5454.318694069055,951423.220845566,242.34684774209734
0.388677289689482,87.36771141863387,622.7310588188561,297290.79030733363,158.51531270309425
0.2713490317738959,98.40834691992951,5125.026487703317,92066.98608247543,189.6076102013865
0.8287375091519293,76.82734138645182,8064.036172328395,599044.5871503815,294.9952090419561
0.3567533266935893,41.77667821673337,4592.39877596958,623648.778290266,189.52835222150213
0.28093450968738076,42.13570022770702,519.5657755426842,648504.8201186882,147.12797168372433
0.5426960831582485,73.75823015888915,7862.781993840331,267402.0278575413,236.87187569929142
0.14092422497476265,23.877714576830233,2013.6378213597438,15110.684214475034,61.036338827658945
0.8021969807540397,11.047411313139467,2586.208348880388,965015.3694544719,208.69136311829072
0.07455064367977082,35.462215764077655,1647.063534322959,250893.04569110248,80.24296521376775
0.9868869366005173,28.723899165408174,3302.1506487149754,676026.2880525475,234.28482264434774
0.7722447692966574,29.630812045599008,7567.51505688635,706629.8698787095,257.0901715515258
0.1987156815341724,23.360775104990992,5193.8585950393735,610007.4170794857,155.9765733198628
0.005522117123602399,4.209318963636188,2048.8127415071253,312907.3942136482,54.450849783603054
0.8154614284548342,1.787393473341381,8778.30078152041,271096.25376406574,188.09713014487858
0.7068573438476171,98.77223897360315,8795.818549515292,597668.2827027031,311.8287250303659
0.7290071680409873,42.77731337358623,8705.784250460069,866095.6336116915,298.9025314791534
