small_f,huge_f,target
0.807957328109019,132470.65634192657,96.4403361851026
0.7677646177143377,546915.5137931242,135.11271912359845
0.11396588711924116,546247.6001308509,62.55959485384023
0.6439079570677647,89473.12281038721,70.04291161337197
0.8343247957493986,417984.08550691354,122.36038474921324
0.5773534012196677,853284.798567202,145.7458894781437
0.646407375228089,856153.6219946602,155.425504996896
0.4583634794263062,99237.664919681,53.722813898140714
0.5287073198840526,90720.88274783085,66.48263183132359
0.034376858351725215,262695.4770019353,30.32463258118902
0.6389630219732846,874766.0625539934,150.75147956691563
0.08144721289115919,128902.58507349894,19.978058647375967
0.4350145943402234,719996.8026274462,119.23419651977775
0.2926550976674078,101165.61961310322,41.00996081198646
0.5454279502117131,623137.8537478254,128.23570753419202
0.13341633552320709,356067.2991191448,44.68724024924857
0.6916434019733182,788913.962965867,150.6462450040684
0.7950115369284704,233690.4488253636,100.22419352632583
0.1633544497431565,639201.8293899598,75.90919297836841
0.10431308735188216,100000000.0,33.94522650760185
0.14551548278735915,713660.2831121538,86.60433898698648
0.8771275618985017,873678.0345607487,189.67142742122553
0.5281892617563562,126801.79912676004,64.5783770098956
0.4672609960075026,866595.6885955036,127.7347748128772
0.10671181910235428,593575.2544142979,71.39376093913715
0.6495560067569618,127110.49086702397,67.29344957466674
0.8679995918950899,427541.85535971203,129.09436081245886
0.828185869323453,160860.2934850979,98.9847426923309
0.6260547089808013,700347.8888665695,136.61326169946315
0.07527871665167363,758868.1344179496,88.28279635410156
0.11239702717601296,105796.52027279895,19.301506650342603
0.049308987109824676,506139.85269464436,54.79181390729724
0.2574792164924693,814625.0560259172,103.3798230987853
0.13566146716037775,936163.0415509965,101.54213809709897
0.2600480402524339,513517.86674177,78.90606459632356
0.3850580557189617,950279.2236114071,127.16580019005389
0.9429827840711357,535688.9704560298,145.79404094985722
0.6103760597816921,394190.49459990795,95.48078563866382
0.8349737856829623,848203.1285528955,171.06610735503708
0.7103515007123322,100000000.0,129.34057161337455
0.11250313052663174,471902.51056452305,51.932624195098825
0.7359204063739488,100000000.0,113.35819716388988
0.27509888155912443,846785.0018697453,111.56395391613664
0.6391078469947064,831941.5416880521,147.18342784806464
0.3409619736429885,403519.9924402112,75.54149314210646
0.9976722632646592,333299.859870525,130.8656097373467
0.2635514794967778,491928.02403912926,74.54475385946355
0.27913047077426967,572772.5097371091,87.02785010384089
0.9306722555623983,238337.21062799694,122.10310108226372
0.02464440463632267,793955.0847155906,72.08470508359993
0.6966889878731969,486482.7657324229,116.47247816540467
0.7253263907358781,334045.5484199596,107.0062378852891
0.8363785774103993,106820.99296399062,89.73007651438532
0.9744393106384753,238845.16040360692,129.98429526304471
0.9756019191566524,949281.1717559837,189.31125969011993
0.0652767575664639,305099.6868195266,36.83118100356264
0.8218393227529025,168859.28936703532,101.84997169620523
0.6463099336573813,460672.7916549932,107.74184858722798
0.6473421343730912,307087.7433602487,86.2101225343119
0.1283499266146948,35159.250271194156,14.20764505400623
0.6501871664456533,323145.21727941727,102.48044115214226
0.9824825806012478,544108.6239394685,150.97464482014593
0.911818569539447,551712.372019967,142.1209226486465
0.4391306608048505,356558.9211768887,84.19731924568754
0.03994797328609434,447302.75625260064,47.07119847375424
0.36229349000020483,965517.9182347665,130.23033675524604
0.8263903116005552,377348.4772303116,121.12115933140323
0.701499101465166,258226.81325998297,99.82634252060885
0.4593436555939564,243467.0440667601,82.18963762473437
0.055101535158831094,457764.61270413414,55.42279532458364
0.4268947278233026,759520.148716944,124.4406874859664
0.4690249397178835,205988.1841884732,64.9714813956964
0.928555532894136,709296.1271407681,158.65582547364303
0.6410861035821595,21149.823349416285,66.53524944125319
0.3116529166546489,418932.97798394604,73.59443904015747
0.5253182644507214,775865.0652027868,124.72576925852783
0.06605530782216007,338732.9557744314,39.602353710139084
0.9725682356497368,563737.1014453995,155.6271217181093
0.360059901930726,204979.2328259108,58.30588045075408
0.4778673549131358,741995.3911261723,124.50771387085217
0.3552839742369226,52279.103268759616,42.21113140125544
0.6825117301162001,852542.6448755004,150.9703942028198
0.662232158329593,198196.38642166814,83.47335134188191
0.7153223105291356,100000000.0,152.97727723377724
0.26814322961192083,352529.24130051734,70.9911222871693
0.315668481164066,722683.5744744866,103.90245738695172
0.12525123109620795,319225.2977861885,43.32338760926539
0.6555099718461126,905911.6712346475,151.49820390081373
0.03979712733565255,126637.12551837436,31.321714797041583
0.5976823355234591,178519.78927259872,72.25357231849131
0.8696958848516338,493030.1251588023,134.12836137301326
0.8908321482896335,81938.43903814613,99.35624291420827
0.4490377603699617,195980.18470176193,67.50285933589375
0.45930368821307377,943766.3822120144,145.09666731858724
0.07696918300801736,976489.6611478871,114.38392695443677
0.6707650254430357,376259.3293304219,107.23322375464933
0.8212594203728455,923286.0210139357,169.17439013884476
0.24465505460471304,544824.6756734317,77.66324740220556
0.42130088163336465,269742.46587376704,70.64349661328261
0.8388393367652703,702398.7210805987,164.46493599211604
0.877120467662288,658901.8065748572,146.613200031593
0.24317998026422594,989125.3191087333,129.24341246342206
0.5505706345413642,265047.2874092833,82.46136404279684
0.19249315063582706,672059.5026617354,90.64441800590366
0.10187876413955654,52023.7550294469,14.880278333720685
0.9111205013919575,113646.0386967194,98.26449085823606
0.8205075042321092,3918.374951093262,86.1969518153269
0.7600349018031739,999460.6810596731,179.22171342181278
0.04876631881314042,802273.6971474778,89.96428642476043
0.8437287927102575,786723.0147335408,162.97865756748664
0.43804407590538375,509726.0752881797,91.77790500275711
0.34239512329585964,300067.08290543995,56.452285645010754
0.5464763610253764,151264.28446267592,73.87093088950228
0.09135324272355583,284674.7388464637,39.72224556922188
0.7566465493523988,375971.2219291391,108.432863963834
0.5824350768882959,756310.0969802941,131.1816490203759
