feature,target
5000.0,24999.81658795171
50.84168230185696,252.43287248620774
50.12828643543685,252.63669633102472
54.79827035366833,273.41776329686513
47.313542466902575,238.08674210948507
31.636402162296026,157.59849354696306
45.672261164116115,228.24165353352078
57.93818467143816,290.6780437658594
47.026239207568935,235.7129901530247
47.53616597485452,233.68976631336912
59.863765059059375,297.07633781510805
42.880267727410775,216.26015860663549
34.57196781757101,172.59556591005196
48.393688804745054,240.92098141818244
45.15826048751263,223.07415440704818
40.33753680246746,199.52821136978562
48.24621544101309,237.18747992514156
54.91505647246784,274.3727209249361
49.907114384321844,248.33869676044714
53.06981072686238,263.4158778523412
68.13407698515422,340.53413807543524
46.57121138442436,233.58399818382728
52.78348634644669,268.10382759665333
44.907866374008655,221.51556503091683
41.53640280113027,210.0007760922524
44.1509234658223,222.70082045114165
45.212414284783115,224.50388594516218
53.59475797547125,268.3802617865283
73.49075786700757,366.53852283636263
42.8395656372416,214.56920534704548
45.83374694384538,232.186996746036
49.36876986888752,248.05506180970022
53.957988487097474,270.80715918195426
52.63550811954785,262.31692195783
62.84095793948117,311.2366763675572
25.73607929464792,128.2634600521588
26.130701298043274,133.0667227999442
45.04121827989851,222.15175568631327
60.97300187543709,302.7548306408321
34.34351968394404,171.97013389218833
19.92367660306243,97.64907344561762
55.711794062192084,276.97392341673003
52.43657223702714,261.33566402167935
39.097915932005705,192.75834485164825
40.1446039927907,198.77477627152078
40.30256280365326,202.9196698518409
51.1053531747394,252.91202630923507
43.73684723816993,215.48849192185997
54.940639189755196,273.4431459897082
21.45373337095609,108.73257785980014
41.43148134872201,206.76356312761627
38.7394603908895,192.76813979821625
47.43659321627508,237.2716836764066
44.619522415098615,219.6061972097738
57.978437798957664,290.8816003023384
31.406632283399425,157.80003147980443
50.45491476330752,251.45595686834616
55.583364232117056,279.92867018417815
68.56647436561954,340.5773796301917
45.18234028906525,228.1675194318334
53.24458604352517,266.53191754881635
31.96137207437635,159.13375519212542
26.080437956869762,130.3624425136122
58.447743757817,292.0241892574631
49.9443970635193,252.1625511104319
61.78512689798423,306.77227623497913
36.26597111030251,179.80481707321934
55.199021395287524,278.0677127605826
68.68817840543853,342.24982215682496
54.19705608357266,272.7863465725265
52.76581505591049,267.22794724556985
50.0855608082435,249.62421398733423
34.291185428740874,172.818651796855
63.55572935710348,315.4712622228377
43.89142360194934,220.9665846058823
55.04483256383017,275.62301079112433
34.36965693428746,172.79436123575775
38.2054033549222,189.7358726305402
64.35087399222235,318.4322031299774
46.52697711042157,233.64138968160685
64.53275476042545,318.53696749716835
49.21769340941482,245.45376606258904
31.581022270421425,159.78747508494706
58.920675997317204,294.98717545833205
44.10107682244392,224.40206940179925
56.98688813517043,286.9846589810157
50.25210867540082,249.95274660035295
34.568817720571296,172.89871536255936
51.64294765370569,258.11999686343955
71.96223142152799,356.6468035809477
54.92986458514459,272.76852509275426
49.42482246994537,246.0025905357671
60.75343401956898,299.694729092133
52.106684652031106,260.6284101966588
52.09534230262794,259.97856782383366
39.083748278408976,192.07295358942173
52.33848025789598,262.5008270200346
60.35443416416945,303.20391631022915
41.63937847899975,208.65096135272856
64.24495821246947,320.5766547119294
