feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,target
0.9496414986165338,2.0029213540222326,-1.715093347182539,1.434001003730461,-0.007674063684503472,0.24523584789423636,-0.8866391692045981,-1.1785727847701737,1.4043162819949524,0.6727567871994219,0.6776371019248881,2.1038589525427223,1.0
-0.40602915441271537,2.236965109915969,0.537179814541736,0.7524833770742185,0.195162047141818,0.29967197733792633,-0.5881085989243096,0.3820337057160107,-2.342478337665347,1.089272246931099,0.9442148402518143,2.028689209742896,1.0
-1.0708524186844388,-2.2591541893450184,1.9114190871397234,-0.8468509661253646,0.18947982122108065,-2.025807873111377,1.2496189052966666,-0.03901951937754412,-0.41790954576589057,0.7793490039053323,-1.2804555710024668,1.7845339091519097,0.0
0.44477380783159476,-2.5494278580940684,-0.8256536828021421,0.25866114785538813,0.36414029605466136,0.5507975722736632,0.21273977585766032,-0.43112556957509907,0.4080528468367557,0.7828737349485725,0.1493634822711889,1.2061479591252737,0.0
-1.8210860692944963,-2.5269271148855488,-0.5976676832548571,0.21668311896428621,0.5843141664353099,1.945195074276933,-0.3033500674771342,0.7662429750405095,-1.040193719815898,-0.2188662517356257,0.370211889941741,1.2182371543774342,0.0
0.10705745299229676,-2.1584014099275146,-0.34514688113802716,0.9639069340758625,-0.6129832712706895,-0.6172122466479616,-0.020098751769651646,-1.7739696161121294,-0.68604975703518,-0.7712002995492906,0.6879329720514281,1.8513684987399213,0.0
-0.2592218130040925,1.7122540675878077,0.1243847669077142,-0.3043448710539514,0.12019855874605508,-0.21673178915646166,-0.3129289671900141,1.9856764110148397,0.12352920184109302,0.6185563569779244,-0.828293760348399,2.395237186941004,1.0
0.7631423007096569,3.4708174597264603,0.9224811702331092,-0.17444393428528215,1.598110895751759,-1.6239178425699672,-0.7474292532492047,1.3079641925493437,0.5546387081318072,-1.331913110391086,0.12437612230092951,0.9937578524601804,1.0
1.6350663945275195,-1.1602749160053183,1.311693449272661,-0.2775442563155516,-0.253676077542381,0.9374774925069249,1.2912738390158789,1.310191908080897,-0.21596052035023222,0.4217800742508709,-1.092141593428733,3.7853153603165626,0.0
-0.4765514232192414,-1.4247906717097816,-1.3045894438004726,-0.3994654904728529,-1.6413801156020968,0.1258865305766578,0.12918747333171046,-0.6597486412539658,0.9838523436061467,-0.06327395989691587,-0.8935950137191204,3.215882530590609,0.0
-1.323649570842179,2.9200414930407885,-0.435901469090433,-0.05678859588627712,0.351662354974059,0.2569974455858305,-0.8904357529426616,-0.5927028229571065,0.6552336285137607,-0.5642898527190192,0.8775475534514207,1.1325819255658223,1.0
0.7679376635165371,2.217911467119198,-0.5263908651106778,-0.02230853891243119,-0.1088486250691617,-0.975532935614632,0.34355457703993575,0.10451403607582113,0.5981721503347945,1.8752253884833885,0.07142083258109318,1.3680956737253993,1.0
-0.1349902279770614,2.575013087051617,-0.7176391376105407,0.5432569649742733,0.2595956466989539,-1.314748860310423,-1.8075896491814576,-0.05321243627298323,0.2536835542980969,-0.689655504900944,-1.1037585626023165,1.0838364188868308,1.0
-0.029803781851440635,2.3359459550523622,0.5245846830476146,-0.8378230611677818,0.2688049344392308,0.4733366755549671,-0.8447029987029827,0.6467439354186445,0.08286484186899613,1.315821840016223,-0.3360666965057405,1.8868059175391387,1.0
-0.6257730437317763,2.5875521545779603,0.22992434541793752,-0.8002227353999037,-0.7322995497370884,0.4158027257204452,-0.552692953783497,0.7401256641052443,-0.1735444175613875,-0.38163109541321133,0.7777976308777149,0.4721800521094899,1.0
0.3904648499288896,-3.252640130066954,-0.10322175293249623,-0.47622087354465903,-0.5827586576115821,-0.13737178839939665,0.8743891807127275,0.19358991136754436,0.8508979621679722,0.26256132900192497,0.26536234939962844,0.0986471209847426,0.0
0.2766007655111807,-0.6992308948012813,1.195480650825479,0.2270344788648889,2.0979393391324312,-0.8246122504347609,-0.3240681752089702,0.6802203604766911,0.3074035697196884,0.5914421517518549,-0.5966290586117302,4.402690892847031,0.0
-0.9855396007209299,-2.136280964072796,-0.9697437196346744,1.0973001875437087,-0.626315276183007,-1.0902084067994298,-1.5656480316055963,0.5711794062192087,0.24365722370271442,-3.007632339693757,0.11053531747394013,1.671921525880784,0.0
0.9458881565546393,-1.474318582915609,1.0736219439075716,-1.4023692834238248,-0.29786680495686124,0.9623451692665695,2.091094272732477,-0.05795054176271757,0.5880766751678318,-0.02243605198057349,-0.6308455507908564,2.957056336085098,0.0
0.4283166923752375,-3.3209483959163113,0.07715649621771674,-0.28438464960650933,-0.16563141031763223,-0.3409078773460798,1.5905820726178503,-0.13699548944245826,-0.5193963718261266,0.6789312900592783,-0.5938114080687051,-0.40695268325327083,0.0
